Year,Avg Price UGX,Fuel_Name
2023,5703.708333333333,Petrol
2024,5633.758333333333,Petrol
2022,5453.2875,Petrol
2023,5272.041666666667,Diesel
2024,5075.966666666666,Diesel
2022,5043.866666666667,Diesel
2021,4828.195833333333,Petrol
2023,4671.025,Kerosene
2024,4598.191666666667,Kerosene
2021,4448.166666666667,Diesel
2022,4427.645833333333,Kerosene
2021,3841.9791666666665,Kerosene
